,Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
1759,1989,Erick Harrison,Tulsa (OK),WR,70.50,173,,4.65,,32.0,116,4.23,
1760,1989,Derek Hill,Arizona,WR,73.40,186,,4.54,,32.0,118,4.32,
1761,1989,Eddie Johnson,Utah,WR,68.50,172,,4.67,14,33.5,119,4.36,
1762,1989,Vernon Joines,Maryland,WR,73.10,190,,4.51,,38.5,120,4.07,
1763,1989,John Kolesar,Michigan,WR,70.80,185,,,,,,,
1764,1989,Tony Logan,Nevada Las Vegas,WR,68.60,181,,4.73,,28.5,108,4.25,
1765,1989,Tony Martin,Colorado Mesa,WR,72.10,174,,4.44,,39.0,129,4.22,
1766,1989,Eric Metcalf,Texas,WR,69.00,180,,4.46,,33.0,118,,
1767,1989,Frank Miotke,Grand Valley State (MI),WR,71.00,174,,4.61,,32.0,117,3.99,
1768,1989,Boo Mitchell,Vanderbilt,WR,70.30,181,,4.74,,32.5,111,4.27,
1769,1989,Bill Osborn,Pittsburgh,WR,70.80,184,,,,,,,
1770,1989,Danny Peebles,North Carolina State,WR,71.60,169,,4.43,,35.5,128,4.23,
1771,1989,Jeff Query,Millikin (IL),WR,71.30,164,,4.43,,37.5,123,3.91,
1772,1989,Andre Rison,Michigan State,WR,70.00,187,,4.47,,35.0,114,3.96,
1773,1989,Everett Ross,Ohio State,WR,70.00,178,,4.58,,36.0,113,4.19,
1774,1989,Brian Slater,Washington,WR,75.90,195,,4.56,,31.5,108,4.05,
1775,1989,Kendall Smith,Utah State,WR,69.60,179,,4.59,,33.0,110,4.39,
1776,1989,Anthony Stafford,Oklahoma,WR,67.90,183,,4.47,12,36.0,120,4.16,
1777,1989,Mark Stock,Virginia Military Inst (VA),WR,71.10,173,,4.55,,33.0,114,4.24,
1778,1989,Rob Thomas,Oregon State,WR,70.80,171,,4.51,,34.5,119,4.06,
1779,1989,Lawyer Tillman,Auburn,WR,76.00,227,,,,,,,
1780,1989,Floyd Turner,Northwestern State (LA),WR,71.90,193,,4.65,,32.0,114,4.32,
1781,1989,Willie Vaughn,Kansas,WR,70.90,197,,4.52,,33.0,115,4.28,
1782,1989,Tom Waddle,Boston College,WR,71.90,173,,4.81,,31.0,115,4.19,
1783,1989,Wayne Walker,Texas Tech,WR,68.50,156,,,,,,,
1784,1989,Freddie Weygand,Auburn,WR,71.90,187,,4.69,,32.0,114,4.24,
1785,1989,Eric Wilkerson,Kent State (OH),WR,68.80,181,,4.63,9,37.5,124,4.28,
1786,1989,Nas Worthen,North Carolina State,WR,68.10,177,,4.62,,30.5,116,4.30,
1787,1988,Azizuddin Abdur-Raoof,Maryland,WR,72.50,199,,4.51,10,35.5,124,4.30,
1788,1988,Mike Alexander,Penn State,WR,75.30,215,,4.57,11,25.0,104,4.57,
1789,1988,JR Ambrose,Mississippi,WR,72.10,186,,4.58,8,,,,
1790,1988,Flipper Anderson,UCLA,WR,71.60,169,,4.45,4,35.5,117,4.31,
1791,1988,Sanjay Beach,Colorado State,WR,72.40,189,,4.61,12,33.0,117,4.34,
1792,1988,Brian Bedford,California,WR,75.40,214,,4.57,13,33.5,118,4.40,
1793,1988,J.J. Birden,Oregon,WR,69.40,157,,4.45,7,38.0,126,4.16,
1794,1988,Brian Blades,Miami (FL),WR,71.10,182,,4.48,13,,,,
1795,1988,Tim Brown,Notre Dame,WR,72.00,193,,4.39,,,,,
1796,1988,Curtis Chappell,Howard (DC),WR,70.90,152,,4.46,3,31.0,103,4.22,
1797,1988,Aaron Cox,Arizona State,WR,69.10,174,,4.40,3,30.0,109,4.34,
1798,1988,Wendell Davis,Louisiana State,WR,71.50,188,,,3,,,,
1799,1988,Duke Donaldson,Auburn,WR,69.40,169,,4.64,5,28.5,106,4.18,
1800,1988,Alfred Dorsey,Nicholls State (LA),WR,66.80,168,,4.70,8,28.5,108,4.38,
1801,1988,Quinn Early,Iowa,WR,72.10,193,,4.41,9,35.0,117,4.23,
1802,1988,Jeff Fairholm,Arizona,WR,71.40,186,,4.64,12,30.5,108,4.23,
1803,1988,Bernard Ford,Central Florida,WR,69.50,168,,4.37,6,32.0,115,4.05,
1804,1988,Darryl Franklin,Washington,WR,70.40,187,,4.75,10,29.0,108,4.35,
1805,1988,Herb Gainer,Florida State,WR,74.30,192,,4.75,7,28.5,112,4.50,
1806,1988,John Garrett,Syracuse,WR,70.60,172,,4.78,9,28.0,112,4.37,
1807,1988,Keith Gloster,Temple,WR,71.50,174,,4.79,,28.0,122,4.34,
1808,1988,Darryl Harris,Arizona State,WR,70.50,184,,4.62,11,31.5,117,4.45,
1809,1988,Michael Haynes,Northern Arizona,WR,72.40,180,,4.46,5,34.5,119,4.36,
1810,1988,Ken Henry,Southern California,WR,74.50,194,,4.84,,36.5,112,4.44,
1811,1988,Jeff James,Stanford,WR,70.60,179,,4.59,6,33.0,113,4.48,
1812,1988,Ernie Jones,Indiana,WR,71.00,186,,,,,,,
1813,1988,Guy Liggins,San Jose State,WR,74.00,198,,4.72,17,30.5,108,4.45,
1814,1988,Rogie Magee,Louisiana State,WR,74.50,203,,4.51,8,33.0,111,4.34,
1815,1988,David Miles,Brigham Young,WR,74.50,183,,4.59,6,33.3,119,4.32,
1816,1988,Anthony Miller,Tennessee,WR,70.60,181,,4.38,14,32.0,111,4.20,
1817,1988,James Milling,Maryland,WR,69.40,156,,4.47,8,32.0,111,4.32,
1818,1988,Michael Oliphant,Puget Sound (WA),WR,69.00,173,,,13,,,,
1819,1988,Cassius Osborn,Georgia,WR,72.10,194,,4.62,9,30.5,110,4.48,
1820,1988,Darryl Pearson,Alabama State,WR,73.90,198,,4.78,2,28.5,103,4.44,
1821,1988,Brett Perriman,Miami (FL),WR,69.40,175,,4.36,17,36.0,,,
1822,1988,James Rich,Albany State (GA),WR,72.00,170,,4.68,8,31.0,114,4.51,
1823,1988,Andy Schillinger,Miami (OH),WR,71.60,179,,4.48,8,30.5,110,4.11,
1824,1988,Sterling Sharpe,South Carolina,WR,71.50,202,,,,,,,
1825,1988,Danny Smith,South Carolina,WR,74.40,207,,4.70,6,30.5,115,4.45,
1826,1988,Rod Smith,Nebraska,WR,71.80,197,,,9,,,,
1827,1988,John Talley,West Virginia,WR,77.00,225,,4.83,6,31.0,115,4.37,
1828,1988,George Thomas,Nevada Las Vegas,WR,69.40,169,,4.40,7,34.0,120,4.40,
1829,1988,Darryl Usher,Illinois,WR,67.50,162,,4.46,10,34.5,110,4.02,
1830,1988,Todd White,Cal-State Fullerton,WR,72.30,196,,4.68,7,32.0,111,4.38,
1831,1988,Clay Whitehurst,Alabama,WR,71.80,196,,4.67,3,29.0,107,4.25,
1832,1988,John Williams,Kansas State,WR,72.40,190,,4.53,6,25.5,106,4.64,
1833,1988,Richard Zayas,Brigham Young,WR,71.80,176,,4.66,1,30.0,109,4.39,
1834,1988,Marc Zeno,Tulane (LA),WR,74.90,202,,4.81,7,35.0,114,4.32,
1835,1987,Lyneal Alston,Southern Mississippi,WR,72.10,202,,4.64,7,32.0,114,4.52,
1836,1987,Stephen Baker,Frenso State (CA),WR,68.00,157,,4.60,,31.0,116,4.41,
1837,1987,Roy Banks,Eastern Illinois,WR,70.10,188,,4.52,4,32.0,114,4.26,
1838,1987,Albert Bell,Alabama,WR,70.80,174,,4.63,4,29.5,114,4.50,
1839,1987,Mark Bellini,Brigham Young,WR,70.90,178,,,8,,,,
1840,1987,Alvin Blount,Eastern Kentucky,WR,69.50,201,,4.58,13,35.0,116,4.17,
1841,1987,James Brim,Wake Forest,WR,75.00,183,,4.53,7,32.0,116,4.12,
1842,1987,Mark Carrier,Nicholls State (LA),WR,71.80,182,,4.46,9,30.0,114,4.51,
1843,1987,Robert Clark,North Carolina Central,WR,69.30,170,,4.58,4,28.5,114,4.58,
1844,1987,Joey Clinkscales,Tennessee,WR,73.00,193,,4.61,,32.5,103,4.43,
1845,1987,Karl Dorrell,UCLA,WR,71.00,188,,4.67,8,30.5,112,4.44,
1846,1987,Curtis Duncan,Northwestern,WR,70.30,180,,4.44,12,31.0,117,4.56,
1847,1987,Everett Gay,Texas,WR,74.10,204,,4.60,2,37.5,123,4.38,
1848,1987,Thomas Henley,Stanford,WR,69.30,174,,4.53,,31.0,108,4.22,
1849,1987,Bruce Hill,Arizona State,WR,71.80,173,,4.49,,30.5,116,4.03,
1850,1987,Lonzell Hill,Washington,WR,70.60,190,,4.57,,31.0,113,4.11,
1851,1987,Jon Horton,Arizona,WR,72.50,186,,4.64,2,30.0,116,,
1852,1987,Mark Ingram,Michigan State,WR,70.60,188,,4.42,8,32.0,111,4.16,
1853,1987,Michael James,Washington State,WR,70.90,185,,4.50,16,35.0,117,4.37,
1854,1987,Haywood Jeffires,North Carolina State,WR,74.10,191,,4.41,,,,,
1855,1987,Fred Lane,Georgia,WR,68.40,171,,4.48,2,25.0,109,4.36,
1856,1987,Gary Lee,Georgia Tech,WR,72.80,195,,4.53,4,31.5,117,,
1857,1987,Charles Lockett,Long Beach State (CA),WR,70.60,175,,4.45,3,33.0,113,4.39,
1858,1987,Willie Marshall,Temple,WR,73.50,183,,4.59,3,32.5,120,,
1859,1987,Kelvin Martin,Boston College,WR,69.00,160,,4.55,7,29.0,112,4.14,
1860,1987,Stacey Mobley,Jackson State (MS),WR,67.40,157,,4.55,7,33.5,115,4.52,
1861,1987,Ron Morris,Southern Methodist (TX),WR,72.60,187,,4.59,8,31.5,116,4.29,
1862,1987,Ricky Nattiel,Florida,WR,68.90,178,,4.41,,32.0,116,,
1863,1987,Frankie Neal,Fort Hays State (KS),WR,73.30,208,,4.51,,35.0,120,4.38,
1864,1987,Calvin Nicholas,Grambling State (LA),WR,75.80,208,,4.67,12,27.5,117,4.40,
1865,1987,Keith Paskett,Western Kentucky,WR,71.10,180,,4.50,4,29.0,111,4.35,
1866,1987,Craig Richardson,Eastern Washington,WR,71.30,185,,4.62,14,34.5,119,4.35,
1867,1987,Greg Richardson,Alabama,WR,67.30,164,,4.35,1,28.0,113,4.21,
1868,1987,Scott Schwedes,Syracuse,WR,71.50,174,,4.47,,33.5,116,4.16,
1869,1987,Patrick Scott,Grambling State (LA),WR,69.40,173,,4.75,,31.5,116,4.34,
1870,1987,Jason Stargel,Cincinnati,WR,74.30,186,,4.64,5,30.5,114,4.36,
1871,1987,Gene Taylor,Frenso State (CA),WR,74.30,189,,4.54,10,30.5,127,4.32,
1872,1987,Kitrick Taylor,Washington State,WR,70.80,178,,4.55,2,31.0,123,4.21,
1873,1987,Jeff Tiefenthaler,South Dakota State,WR,73.00,181,,4.67,11,24.0,105,,
1874,1987,Odessa Turner,Northwestern State (LA),WR,74.90,205,,4.53,10,31.0,116,4.25,
1875,,,,,,,,,,,,,
